1.20E-05,0,2.40E-05,0,0,1.20E-05,0,0,0,0,1.20E-05,1.20E-05,0,0,0,2.40E-05,0,1.20E-05,7.20E-05,0,2.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31E-07,6.31E-07,0,0,0,1.89E-07,0.000150432,0.001325674,1,1
0,0,0,2.53E-06,0,0,0,0,0,0,0,0,0,0,0,1.26E-06,0,0,1.26E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46E-05,0.000615618,1.89E-07,9.73E-05,0.000112682,0.000126128,0.015123477,0.630578878,0.635187173,1
1.83E-05,2.53E-06,2.53E-06,0,8.84E-06,2.53E-06,0,1.83E-05,1.83E-05,5.93E-05,8.84E-06,2.53E-06,8.84E-06,0,1.20E-05,2.53E-06,2.46E-05,1.20E-05,0.000101004,2.53E-06,4.99E-05,0.000601603,4.36E-05,2.97E-05,0,0,0,0,0,0,0,0,0,0,0,2.53E-06,0,0,2.53E-06,0,0,0,0,0,1.20E-05,0,0,0,7.05E-05,3.35E-06,0,2.25E-05,5.68E-06,6.94E-07,0.000778486,0.073922101,0.578435705,1
0,0,1.77E-05,0,1.01E-05,1.14E-05,0,0,0,0,1.26E-06,5.68E-06,6.94E-06,0,0,0,0,0,8.84E-06,0,1.26E-06,0,0,2.53E-06,0,0,0,0,0,0,0,0,0,4.42E-06,0,0,0,0,1.26E-06,0,0,0,0,0,0,0,0,0,0,7.32E-06,1.33E-06,2.15E-06,0,0,0.001047093,0.009721608,0.57382741,1
0,0,1.77E-05,0,1.01E-05,1.14E-05,0,0,0,0,1.26E-06,5.68E-06,6.94E-06,0,0,0,0,0,8.84E-06,0,1.26E-06,0,0,2.53E-06,0,0,0,0,0,0,0,0,0,4.42E-06,0,0,0,0,1.26E-06,0,0,0,0,0,0,0,0,0,0,7.32E-06,1.33E-06,1.89E-06,0,0,0.001050691,0.009721608,0.573701155,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39E-06,1.39E-06,1.20E-06,1.39E-06,1.39E-06,1.39E-06,0.000219809,0.000315637,0.372577489,0
6.31E-07,6.31E-07,4.42E-06,0,3.16E-06,0,0,6.31E-07,1.89E-06,8.21E-06,3.16E-06,0,0,3.16E-06,0,0,6.31E-07,4.42E-06,6.31E-07,0,6.31E-07,0,0,0,0,0,0,0,0,0,0,0,4.42E-06,0,0,8.21E-06,0,0,0,6.31E-07,2.90E-05,0,0,1.89E-06,0,5.05E-05,6.31E-07,4.42E-06,3.16E-06,1.90E-05,8.27E-06,1.26E-07,5.68E-06,1.26E-07,0.000162679,0.005176441,0.340571934,0
3.16E-05,1.58E-05,2.65E-05,0,5.05E-06,1.45E-05,1.26E-06,2.21E-05,2.21E-05,4.36E-05,1.33E-05,5.68E-05,3.16E-05,5.81E-05,1.26E-06,2.08E-05,2.65E-05,1.26E-06,0.000192538,0,9.03E-05,0,5.93E-05,2.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26E-06,0,0,0,0,1.26E-06,0,1.26E-06,0,0,4.36E-06,0,2.05E-05,3.30E-05,7.83E-06,0.000424405,0.028091661,0.260589609,1
0,0,0,0,8.21E-06,0,0,0,0,8.21E-06,0,3.79E-06,0,0,0,0,0,0,1.26E-05,0,3.79E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31E-07,6.50E-05,0,0,0.000101698,6.31E-07,0.000476548,0.017549397,0.236853734,1
6.31E-06,0,1.89E-06,0,6.31E-06,1.89E-06,0,0,0,6.31E-06,6.31E-06,2.71E-05,0,0,0,2.34E-05,6.31E-06,0,2.71E-05,0,2.53E-05,0,0,0,0,0,0,0,0,0,0,0,1.26E-05,0,0,8.21E-06,3.79E-06,0,0,0,0,3.79E-06,0,1.89E-06,0,0,0,1.26E-05,8.84E-07,4.92E-06,0,2.15E-06,1.20E-06,1.20E-06,0.000311218,0.007133388,0.224102014,1
8.21E-06,6.31E-06,3.47E-05,0,1.26E-06,8.21E-06,1.26E-06,7.01E-05,1.45E-05,1.83E-05,3.16E-06,2.15E-05,2.65E-05,4.42E-06,3.47E-05,5.49E-05,2.84E-05,4.17E-05,0.000249353,3.16E-06,0.000100372,0,2.46E-05,2.15E-05,0,0,0,0,0,0,0,0,1.26E-06,0,0,0,0,0,0,1.96E-05,0,0,0,3.16E-06,1.45E-05,1.26E-06,0,0,1.89E-06,5.24E-06,0,3.40E-05,9.15E-06,4.42E-06,0.000322454,0.00732277,0.222523831,1
5.49E-05,1.07E-05,3.28E-05,0,0,2.02E-05,0,2.53E-06,1.83E-05,2.65E-05,2.46E-05,8.65E-05,5.49E-05,0.000106685,0,2.02E-05,3.41E-05,1.39E-05,0.000219052,1.83E-05,8.33E-05,0,2.15E-05,5.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26E-06,4.42E-06,0,2.53E-06,0,1.01E-06,3.66E-06,0,4.04E-05,1.05E-05,1.16E-05,0.000233382,0.007385897,0.220819393,1
5.49E-05,1.07E-05,3.28E-05,0,0,2.02E-05,0,2.53E-06,1.83E-05,2.65E-05,2.46E-05,8.65E-05,5.49E-05,0.000106685,0,2.02E-05,3.41E-05,1.39E-05,0.000219052,1.83E-05,8.33E-05,0,2.15E-05,5.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26E-06,4.42E-06,0,2.53E-06,0,1.01E-06,3.66E-06,0,4.03E-05,1.04E-05,1.15E-05,0.000233382,0.007385897,0.220819393,1
5.49E-05,1.07E-05,3.28E-05,0,0,2.02E-05,0,2.53E-06,1.83E-05,2.65E-05,2.46E-05,8.65E-05,5.49E-05,0.000106685,0,2.02E-05,3.41E-05,1.39E-05,0.000219052,1.83E-05,8.33E-05,0,2.15E-05,5.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26E-06,4.42E-06,0,2.53E-06,0,1.01E-06,3.66E-06,0,4.03E-05,1.04E-05,1.15E-05,0.000233382,0.007385897,0.220819393,1
5.49E-05,1.07E-05,3.28E-05,0,0,2.02E-05,0,2.53E-06,1.83E-05,2.65E-05,2.46E-05,8.65E-05,5.49E-05,0.000106685,0,2.02E-05,3.41E-05,1.39E-05,0.000219052,1.83E-05,8.33E-05,0,2.15E-05,5.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26E-06,4.42E-06,0,2.53E-06,0,1.01E-06,3.66E-06,0,4.03E-05,1.04E-05,1.15E-05,0.000233382,0.007385897,0.220819393,1
5.49E-05,1.07E-05,3.28E-05,0,0,2.02E-05,0,2.53E-06,1.83E-05,2.65E-05,2.46E-05,8.65E-05,5.49E-05,0.000106685,0,2.02E-05,3.41E-05,1.39E-05,0.000219052,1.83E-05,8.33E-05,0,2.15E-05,5.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26E-06,4.42E-06,0,2.53E-06,0,1.01E-06,3.66E-06,0,4.03E-05,1.04E-05,1.15E-05,0.000233382,0.007385897,0.220819393,1
0,0,9.47E-06,0,8.21E-06,1.89E-06,0,5.05E-06,0,3.79E-06,1.89E-06,4.04E-05,5.05E-06,6.31E-07,0,3.16E-06,1.39E-05,6.31E-07,9.47E-06,1.89E-06,2.08E-05,0,0,0,0,0,6.31E-07,0,1.89E-06,6.31E-07,0,0,8.40E-05,0,0,6.31E-06,4.80E-05,0,6.31E-07,3.16E-06,3.79E-06,1.89E-06,0,3.16E-06,0,6.31E-06,0,2.34E-05,1.52E-06,1.60E-05,1.26E-07,1.26E-07,4.42E-07,0,0.000134335,0.002272584,0.218862446,0
